,id,name,win_count,second_place_count,third_place_count,unplaced_count,grade_race_count,grade_race_win,stakes_race_count,stakes_race_win,general_race_count,general_race_win,turf_race_count,turf_race_win,dart_race_count,dart_race_win,win_ratio,in_second_place_ratio,in_third_place_ratio,prize
172,o_4keZRTTEFkM,薪浦亨,1,3,2,16,3,0,3,0,16,1,7,0,15,1,0.045,0.182,0.273,2813.8
173,o_4ERjVzTEF0d,ダイリン,1,1,1,5,0,0,6,1,2,0,2,1,6,0,0.125,0.25,0.375,2761.8
174,o_0ERnpXTEFkM,瀧本和義,1,1,0,9,2,0,2,1,7,0,8,1,3,0,0.091,0.182,0.182,2735.2
175,o_0EVZVTTEFEN,山田和夫,0,0,0,8,2,0,2,0,4,0,3,0,5,0,0.0,0.0,0.0,2730.0
176,o_0keNRTTEF0M,村野康司,2,2,0,55,0,0,10,0,49,2,26,0,32,2,0.034,0.068,0.068,2685.0
177,o_8ERrBTTE10d,村上憲政,1,4,0,23,0,0,4,0,24,1,0,0,28,1,0.036,0.179,0.179,2677.4
178,o_0keZNTTE1ke,杉浦和也,1,3,3,24,0,0,4,0,27,1,12,0,16,1,0.032,0.129,0.226,2666.5
179,o_8EVZFzTEF0d,東豊物産,3,1,2,29,0,0,7,0,28,3,23,2,12,1,0.086,0.114,0.171,2665.0
180,o_8ERVhXTEF0M,山上和良,1,2,1,31,1,0,6,0,28,1,8,0,25,1,0.029,0.086,0.114,2660.0
181,o_4ERRBTTE10d,太田珠々子,1,0,1,5,1,0,1,0,5,1,2,0,5,1,0.143,0.143,0.286,2655.0
182,o_0ERVVjT6F0d,ユアストーリー,2,1,1,5,0,0,1,0,8,2,4,1,5,1,0.222,0.333,0.444,2650.0
183,o_0kaRdXTEFUM,山田博康,1,1,2,12,3,0,3,1,10,0,7,1,9,0,0.062,0.125,0.25,2638.5
184,o_0kajBTTEFUe,浅沼廣幸,2,1,4,59,0,0,7,0,59,2,23,0,43,2,0.03,0.045,0.106,2622.0
185,o_8ERVlXTE10d,佐々木雄二,2,1,0,9,1,0,4,0,7,2,4,1,7,1,0.167,0.25,0.25,2590.0
186,o_0ERnVzTEFke,了徳寺健二ホールディングス,2,1,2,32,3,0,3,1,31,1,17,1,20,1,0.054,0.081,0.135,2569.3
187,o_0ERFRjT6F0d,ロイヤルパーク,3,1,0,22,0,0,2,0,24,3,7,1,19,2,0.115,0.154,0.154,2540.0
188,o_4keZp3TEF0d,協和牧場,2,1,1,21,2,0,4,0,19,2,6,0,19,2,0.08,0.12,0.16,2530.0
189,o_4EVBFTTEF0M,西川恭子,1,1,1,10,0,0,5,1,8,0,1,0,12,1,0.077,0.154,0.231,2525.9
190,o_0keNRTTEFEN,北前孔一郎,1,0,1,25,0,0,5,1,22,0,7,0,20,1,0.037,0.037,0.074,2485.6
191,o_4keFl3TEF0d,オースミ,2,2,1,26,1,0,7,0,23,2,15,1,15,1,0.065,0.129,0.161,2480.0
192,o_4EVNhXTEFkM,小林昌志,2,3,2,27,1,0,11,0,22,2,11,1,21,1,0.059,0.147,0.206,2470.0
193,o_8ERjVzTEF0d,合同会社雅苑興業,2,2,3,23,0,0,2,0,28,2,9,0,21,2,0.067,0.133,0.233,2450.0
194,o_4kajNTTEFUN,西森鶴,1,2,4,37,3,0,5,0,36,1,12,0,32,1,0.023,0.068,0.159,2440.0
195,o_8ERZJTTEFkM,寺田寿男,2,1,1,11,0,0,3,1,12,1,10,1,5,1,0.133,0.2,0.267,2403.7
196,o_0EVnFzTEF0d,坂東牧場,2,1,1,14,0,0,7,0,11,2,10,1,8,1,0.111,0.167,0.222,2383.1
197,o_4keFdXTE1ke,上山牧,2,1,0,9,0,0,5,0,7,2,7,1,5,1,0.167,0.25,0.25,2360.6
198,o_8EVVVzTEF0d,協栄,0,3,2,9,1,0,0,0,13,0,10,0,4,0,0.0,0.214,0.357,2351.8
199,o_0ERRpXTE10d,原司郎,1,1,2,13,0,0,5,0,12,1,1,0,16,1,0.059,0.118,0.235,2344.7
200,o_8EVnBzTEF0d,平田牧場,2,2,0,11,0,0,4,0,11,2,1,0,13,2,0.133,0.267,0.267,2315.0
201,o_0ERJpXTEF0M,本谷兼三,2,0,2,9,0,0,5,0,8,2,9,1,4,1,0.154,0.154,0.308,2301.9
202,o_0EVBd3TEF0d,日進牧場,0,3,2,14,3,0,2,0,14,0,6,0,13,0,0.0,0.158,0.263,2294.4
203,o_4keNFTTE1ke,佐野信幸,0,3,3,24,0,0,5,0,25,0,6,0,24,0,0.0,0.1,0.2,2280.2
204,o_0ERjVjT6F0d,大塚Ｒｙ’ｓＣＬＵＢ,2,0,0,5,0,0,4,1,3,1,5,2,2,0,0.286,0.286,0.286,2271.0
205,o_4ERjhXTEFUe,海原聖一,1,2,0,7,0,0,4,0,6,1,7,1,3,0,0.1,0.3,0.3,2268.6
206,o_0EVZlXTE1ke,小坂功,2,1,1,3,2,0,2,0,3,2,5,1,2,1,0.286,0.429,0.571,2260.4
207,o_4karBTTEFEN,本間茂,1,1,0,5,0,0,4,1,3,0,5,1,2,0,0.143,0.286,0.286,2256.4
208,o_8EVFFTTEFEN,塩澤正樹,2,1,0,8,0,0,4,1,7,1,4,1,7,1,0.182,0.273,0.273,2255.5
209,o_0keVdXTEFEM,浅川皓司,2,1,1,13,0,0,0,0,17,2,4,1,13,1,0.118,0.176,0.235,2220.0
210,o_8ERjBzTEF0d,八木秀之,1,1,3,2,0,0,4,0,3,1,3,0,4,1,0.143,0.286,0.714,2209.0
211,o_8EVFRTTEFUe,谷口久和,1,1,3,12,0,0,9,0,8,1,1,0,16,1,0.059,0.118,0.294,2199.6
212,o_0EVRVTTEFUe,井山登,1,0,0,11,1,0,7,1,4,0,4,1,8,0,0.083,0.083,0.083,2193.1
213,o_8ERNVTTEFEM,上田けい子,1,1,1,13,0,0,5,1,11,0,10,1,6,0,0.062,0.125,0.188,2180.6
214,o_4kaRJTTE10d,中辻明,1,1,3,12,0,0,2,0,15,1,6,0,11,1,0.059,0.118,0.294,2154.4
215,o_4ERRdXTEFkM,山田貢一,1,0,1,4,0,0,2,1,4,0,1,0,5,1,0.167,0.167,0.333,2147.9
216,o_4EVNNTTEFUN,田原慶子,1,1,0,3,2,0,0,0,3,1,2,0,2,1,0.2,0.4,0.4,2116.6
217,o_4keRRTTEFUN,森保彦,2,0,2,12,1,0,6,1,9,1,8,2,8,0,0.125,0.125,0.25,2102.0
218,o_4kenp3TEF0d,小村アセットＭ,1,0,0,3,0,0,1,1,3,0,0,0,4,1,0.25,0.25,0.25,2073.6
219,o_0kaBRTTEFEN,窪田芳郎,1,1,1,30,2,0,9,0,22,1,15,0,18,1,0.03,0.061,0.091,2070.0
220,o_0ERVVzTEFke,加藤ステーブル,0,2,7,62,0,0,1,0,70,0,13,0,54,0,0.0,0.028,0.127,2060.0
221,o_8EVNBTTEFkM,伊東純一,1,1,0,17,0,0,2,1,17,0,5,0,11,1,0.053,0.105,0.105,2053.6
222,o_0ERNVTTE10d,宇田豊,1,1,1,13,1,0,4,1,11,0,9,1,7,0,0.062,0.125,0.188,2050.7
223,o_4EVNRTTEFUN,山岡良一,0,3,1,23,0,0,2,0,25,0,5,0,22,0,0.0,0.111,0.148,2045.0
224,o_4ERjhXTE1ke,中村政夫,1,1,1,11,3,0,6,0,5,1,12,1,2,0,0.071,0.143,0.214,2032.9
225,o_8EVjpXTEF0M,杉立恭平,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0.0,0.5,1.0,2022.0
226,o_0ERRBTTEFEN,阿部雅英,2,0,0,10,2,0,4,1,6,1,10,2,2,0,0.167,0.167,0.167,2018.9
227,o_4EVjdXTEFUN,江口雄一郎,1,0,1,2,0,0,2,1,2,0,2,1,2,0,0.25,0.25,0.5,2008.4
228,o_0EVRVTTE1ke,内田玄祥,1,0,1,6,0,0,2,1,6,0,4,1,4,0,0.125,0.125,0.25,1998.5
229,o_4keJRTTEFEN,西田彰宏,1,0,2,4,0,0,4,0,3,1,7,1,0,0,0.143,0.143,0.429,1975.8
230,o_4ERRhXTEFUN,猪苗代勇,2,3,2,5,0,0,1,0,11,2,7,1,5,1,0.167,0.417,0.583,1975.0
231,o_0karNTTEFUe,市川義美,1,1,0,1,0,0,2,0,1,1,3,1,0,0,0.333,0.667,0.667,1972.4
232,o_4ERnBTTEF0M,田中康弘,0,0,2,14,3,0,7,0,6,0,13,0,3,0,0.0,0.0,0.125,1966.3
233,o_0kaRFTTE10d,前田葉子,1,0,2,5,0,0,2,1,6,0,3,1,2,0,0.125,0.125,0.375,1936.4
234,o_8ERZlXTEFkM,土井孝夫,1,1,0,8,0,0,2,1,8,0,6,1,4,0,0.1,0.2,0.2,1932.3
235,o_8ERJJzTEF0d,クラウン,1,0,0,17,0,0,14,0,4,1,14,0,2,0,0.056,0.056,0.056,1927.0
236,o_4keNdXTEFUe,中西浩一,2,0,2,11,0,0,0,0,15,2,6,1,9,1,0.133,0.133,0.267,1925.0
237,o_0ERRd3TEFke,明栄商事,2,0,1,13,0,0,1,0,15,2,5,1,9,0,0.125,0.125,0.188,1905.0
238,o_0EVJRTTEFEN,深見敏男,1,1,0,8,0,0,6,0,4,1,2,0,8,1,0.1,0.2,0.2,1894.2
239,o_4ERjh3TEF0d,アラキファーム,1,0,0,2,0,0,2,1,1,0,2,1,1,0,0.333,0.333,0.333,1856.4
240,o_4ERRhXTEFkM,高嶋哲,1,0,0,1,0,0,2,1,0,0,0,0,2,1,0.5,0.5,0.5,1855.0
241,o_4EVNFTTE1ke,古賀慎一,2,0,0,13,0,0,3,0,12,2,8,0,7,2,0.133,0.133,0.133,1850.0
242,o_0EVnpXTE1ke,和田吉弘,1,0,0,0,0,0,1,1,0,0,1,1,0,0,1.0,1.0,1.0,1849.4
243,o_8EVrBTTEFUe,飯田正剛,1,1,2,44,0,0,4,0,44,1,22,0,23,1,0.021,0.042,0.083,1845.0
244,o_4EVNJzTEF0d,大樹ファーム,0,2,2,21,1,0,4,0,20,0,11,0,14,0,0.0,0.08,0.16,1841.6
245,o_0kaRpXTEFEN,國分純,1,2,2,13,0,0,1,0,17,1,9,0,9,1,0.056,0.167,0.278,1835.0
246,o_0ERJd3TEFke,合同会社三度屋,0,0,3,6,0,0,8,0,1,0,8,0,1,0,0.0,0.0,0.333,1835.0
247,o_4EVJBTTE10d,鈴木邦英,1,1,2,22,1,0,2,0,23,1,5,0,21,1,0.038,0.077,0.154,1830.0
248,o_0ERZh3TEF0d,永井商事,1,2,3,30,1,0,5,0,30,1,7,0,25,1,0.028,0.083,0.167,1780.0
249,o_4keVl3TEF0d,ニットー商事,1,0,0,2,0,0,2,1,1,0,2,1,1,0,0.333,0.333,0.333,1767.8
250,o_8ERrFzTEF0d,Ｂａｓｉｃ,2,1,0,17,1,0,1,0,18,2,6,0,12,2,0.1,0.15,0.15,1760.0
251,o_0keJhXTEFEM,河内孝夫,2,1,2,13,0,0,0,0,18,2,3,0,15,2,0.111,0.167,0.278,1752.0
252,o_0kejlXTEFEN,三宅勝俊,1,2,2,18,0,0,1,0,22,1,9,0,12,1,0.043,0.13,0.217,1750.0
253,o_4kenRTTE1ke,陳立文,2,0,1,1,0,0,0,0,4,2,0,0,4,2,0.5,0.5,0.75,1730.0
254,o_4EVRh3TEF0d,半沢,2,1,3,21,0,0,1,0,26,2,0,0,27,2,0.074,0.111,0.222,1725.0
255,o_0kaZdXTEFkM,藤田孟司,2,1,1,5,0,0,1,0,8,2,1,0,8,2,0.222,0.333,0.444,1710.0
256,o_4kaNdXTEFkM,高橋勉,0,1,2,9,0,0,4,0,8,0,5,0,7,0,0.0,0.083,0.25,1710.0
257,o_4keVlXTEFkM,石川博,1,0,0,6,0,0,6,1,1,0,3,1,4,0,0.143,0.143,0.143,1708.6
258,o_4EVVdXTE1ke,大野照旺,1,1,2,11,0,0,0,0,15,1,3,0,12,1,0.067,0.133,0.267,1690.0
259,o_8ERnl3TEF0d,合同会社小林英一ホールディングス,1,2,1,8,0,0,4,0,8,1,8,1,4,0,0.083,0.25,0.333,1680.5
260,o_4kaJVTTEF0M,西川光一,1,2,2,16,0,0,7,0,14,1,2,0,19,1,0.048,0.143,0.238,1669.2
261,o_4keVdXTEFUM,坪野谷和平,0,1,2,0,0,0,3,0,0,0,3,0,0,0,0.0,0.333,1.0,1665.5
262,o_4kenVTTEFkM,松本和子,0,4,1,12,0,0,0,0,17,0,0,0,10,0,0.0,0.235,0.294,1658.0
263,o_8EVFlXTEFUe,中西宏彰,0,2,0,12,0,0,4,0,10,0,9,0,5,0,0.0,0.143,0.143,1624.0
264,o_0EVFNTTE10d,中西功,1,2,1,18,0,0,2,0,20,1,6,0,16,1,0.045,0.136,0.182,1615.0
265,o_0EVNlXTE10d,澤田昭紀,0,1,2,25,2,0,4,0,22,0,8,0,20,0,0.0,0.036,0.107,1610.0
266,o_4ERFNTTE10d,山田信太郎,1,2,1,1,0,0,1,0,4,1,5,1,0,0,0.2,0.6,0.8,1604.9
267,o_8EVnlXTEFkM,豊原正嗣,2,1,0,6,0,0,2,0,7,2,1,0,8,2,0.222,0.333,0.333,1550.0
268,o_8ERZFzTEF0d,エンジェルレーシング,1,3,2,7,0,0,0,0,13,1,9,0,4,1,0.077,0.308,0.462,1535.0
269,o_0ERjFzTEF0d,千明牧場,0,3,2,10,0,0,3,0,12,0,7,0,8,0,0.0,0.2,0.333,1530.0
270,o_0ERjh3TEFke,大森悌次,0,3,0,4,0,0,1,0,6,0,6,0,1,0,0.0,0.429,0.429,1522.6
271,o_4ERRpXTE10d,田中準市,2,0,0,4,0,0,2,0,4,2,2,0,4,2,0.333,0.333,0.333,1520.0
272,o_0keZp3TEF0d,三嶋牧場,1,0,2,16,0,0,6,0,13,1,10,1,9,0,0.053,0.053,0.158,1520.0
273,o_8ERrVTTE10d,崎川美枝子,2,0,0,1,1,0,1,1,1,1,3,2,0,0,0.667,0.667,0.667,1514.7
274,o_0kaVRTTEFkM,木村信彦,1,0,1,16,0,0,4,0,14,1,5,0,13,1,0.056,0.056,0.111,1514.5
275,o_4kaNFTTEFUe,小林一成,1,0,1,0,0,0,2,1,0,0,0,0,2,1,0.5,0.5,1.0,1489.3
276,o_0keZlXTE10d,星野祐介,0,2,2,2,0,0,1,0,5,0,0,0,6,0,0.0,0.333,0.667,1488.8
277,o_4ERnRTTEF0M,栗本守,0,1,4,11,0,0,6,0,10,0,6,0,10,0,0.0,0.062,0.312,1488.2
278,o_4kenNTTEFUe,西村豊,1,1,0,1,0,0,1,0,2,1,0,0,3,1,0.333,0.667,0.667,1470.0
279,o_4kaNhXTEFkM,安岡美津子,1,1,1,9,0,0,1,0,11,1,7,1,5,0,0.083,0.167,0.25,1465.9
280,o_4ERrdXTEFkM,門野重雄,1,1,4,11,1,0,2,0,14,1,6,0,11,1,0.059,0.118,0.353,1430.0
281,o_0kaZRTTEFEN,小田吉男,1,1,1,8,0,0,0,0,11,1,2,0,9,1,0.091,0.182,0.273,1430.0
282,o_8EVjRzTEF0d,ＬＳ．Ｍ,2,1,0,17,3,0,1,0,16,2,2,0,18,2,0.1,0.15,0.15,1425.0
283,o_0ERVhnT6F0d,キャピタルクラブ,1,1,2,9,0,0,0,0,13,1,3,0,10,1,0.077,0.154,0.308,1420.0
284,o_4kaJRTTEFEN,三宅正義,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0.0,0.0,1.0,1416.8
285,o_0ERZh3TEFke,三協ファーム,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0.0,1.0,1.0,1414.6
286,o_4kerRTTEFEN,一村哲也,2,0,0,20,1,0,6,0,15,2,7,0,15,2,0.091,0.091,0.091,1410.0
287,o_0keBNTTE1ke,田畑富子,0,2,1,9,2,0,1,0,9,0,4,0,8,0,0.0,0.167,0.25,1410.0
288,o_4kaFVTTEFUe,田中晴夫,2,0,1,13,0,0,3,0,13,2,2,0,14,2,0.125,0.125,0.188,1400.0
289,o_0kaVRTTE10d,山住勲,1,3,0,23,0,0,0,0,27,1,6,0,21,1,0.037,0.148,0.148,1397.0
290,o_8ERRp3TEF0d,ブルアンドベア,0,1,4,53,0,0,3,0,55,0,14,0,43,0,0.0,0.017,0.086,1396.0
291,o_8EVFVTTEFUe,山下新一,2,1,0,6,0,0,2,0,7,2,1,0,8,2,0.222,0.333,0.333,1375.0
292,o_8EVjp3TEF0d,コオロ,1,1,1,6,1,0,0,0,8,1,0,0,9,1,0.111,0.222,0.333,1370.0
293,o_8EVFhXTEFUN,曽我司,0,3,0,9,0,0,1,0,11,0,3,0,7,0,0.0,0.25,0.25,1366.0
294,o_0kanhXTEFEN,水上ふじ子,1,2,0,6,1,0,2,0,6,1,6,1,3,0,0.111,0.333,0.333,1360.0
295,o_0kaFBTTE1ke,澤田孝之,1,2,0,4,0,0,0,0,7,1,0,0,7,1,0.143,0.429,0.429,1350.0
296,o_4kaFJTTE10d,水谷昌晃,1,1,3,17,0,0,3,0,19,1,3,0,19,1,0.045,0.091,0.227,1345.0
297,o_0kaJNTTEF0M,高瀬真尚,1,0,0,12,2,0,4,0,7,1,10,0,3,1,0.077,0.077,0.077,1330.0
298,o_4keJVTTEFEN,共田義夫,1,1,1,7,0,0,1,0,9,1,1,0,7,1,0.1,0.2,0.3,1310.0
299,o_8EVBVTTEFkM,草間庸文,1,2,0,6,0,0,3,0,6,1,5,0,4,1,0.111,0.333,0.333,1306.2
300,o_4karpXTE1ke,金山敏也,1,1,0,13,0,0,6,0,9,1,8,1,7,0,0.067,0.133,0.133,1305.8
301,o_0keFlXTEFkM,山岡正人,1,0,1,15,2,0,3,0,12,1,5,0,12,1,0.059,0.059,0.118,1300.0
302,o_4kaFJzTEF0d,フジワラ・ファーム,0,2,2,15,0,0,2,0,17,0,3,0,16,0,0.0,0.105,0.211,1300.0
303,o_4EVJFTTEFEM,飯田吉哉,1,1,0,2,1,0,0,0,3,1,4,1,0,0,0.25,0.5,0.5,1292.0
304,o_0ERjFTTEFUe,小川勲,1,0,0,20,0,0,7,1,14,0,13,1,8,0,0.048,0.048,0.048,1280.5
305,o_0kaRFzTEF0d,佐藤牧場,1,0,0,1,0,0,1,0,1,1,0,0,2,1,0.5,0.5,0.5,1280.0
306,o_4EVBdXTEF0M,沼川一彦,1,2,1,11,0,0,6,0,9,1,7,0,8,1,0.067,0.2,0.267,1272.0
307,o_4keZBTTEFEe,谷水雄三,1,0,1,10,1,0,6,0,5,1,9,1,3,0,0.083,0.083,0.167,1262.9
308,o_4keZRTTEFUM,古賀和夫,1,2,0,8,0,0,2,0,9,1,5,0,6,1,0.091,0.273,0.273,1260.0
309,o_0keBJTTE1ke,山本能行,1,0,0,3,0,0,2,0,2,1,1,0,3,1,0.25,0.25,0.25,1232.0
310,o_4keBdXTEFkM,香川憲次,1,3,1,8,0,0,2,0,11,1,3,0,10,1,0.077,0.308,0.385,1230.0
311,o_4ERJFTTE10d,堂守貴志,1,1,0,7,0,0,0,0,9,1,4,0,5,1,0.111,0.222,0.222,1230.0
312,o_4kejhXTEFUN,伊坂重憲,1,0,1,3,0,0,1,0,4,1,1,0,1,0,0.2,0.2,0.4,1230.0
313,o_8EVjdXTEF0M,秋谷壽之,1,3,0,15,0,0,0,0,19,1,0,0,19,1,0.053,0.211,0.211,1225.0
314,o_0keNhXTE1ke,土田重実,2,0,0,0,0,0,0,0,2,2,0,0,2,2,1.0,1.0,1.0,1220.0
315,o_0ERNlXTE1Ee,上田江吏子,2,0,0,2,0,0,1,0,3,2,2,0,2,2,0.5,0.5,0.5,1220.0
316,o_4kanVTTEFUe,平野武志,1,2,0,7,0,0,3,0,7,1,5,0,5,1,0.1,0.3,0.3,1220.0
317,o_4keRNTTE10d,三浦大輔,0,1,0,4,0,0,2,0,3,0,1,0,4,0,0.0,0.2,0.2,1219.8
318,o_4ERNh3TEF0d,シンボリ牧場,1,0,1,11,0,0,3,0,10,1,8,1,5,0,0.077,0.077,0.154,1210.7
319,o_4EVjl3TEF0d,ハイパワー商事,1,1,1,0,0,0,0,0,3,1,0,0,3,1,0.333,0.667,1.0,1210.0
320,o_0kaVpXTE10d,芳川貴行,1,1,0,2,0,0,2,0,2,1,1,0,3,1,0.25,0.5,0.5,1190.0
321,o_0keNhXTEFkM,本杉芳郎,1,1,0,4,0,0,2,0,4,1,2,0,4,1,0.167,0.333,0.333,1180.4
322,o_0ERFFTTEFkM,村島昭男,1,1,0,1,0,0,0,0,3,1,0,0,3,1,0.333,0.667,0.667,1170.0
323,o_0ERjRzTEF0d,トウショウ産業,0,2,2,14,1,0,4,0,13,0,5,0,13,0,0.0,0.111,0.222,1165.0
324,o_0keBBTTE10d,松田整二,0,2,1,21,0,0,2,0,22,0,12,0,12,0,0.0,0.083,0.125,1153.0
325,o_0kaNRTTE1ke,吉冨朝美,1,2,0,4,0,0,0,0,7,1,3,0,4,1,0.143,0.429,0.429,1150.0
326,o_0kaBlXTE1ke,川勝裕之,1,0,2,3,0,0,0,0,6,1,2,0,4,1,0.167,0.167,0.5,1145.0
327,o_4karVTTEFUN,山田美喜男,1,0,2,1,0,0,1,0,3,1,2,0,2,1,0.25,0.25,0.75,1130.0
328,o_4EVVJTTE1ke,西村亮二,1,2,1,4,0,0,0,0,8,1,1,0,7,1,0.125,0.375,0.5,1125.0
329,o_0ERRpXTEFEN,林千枝子,0,3,0,9,1,0,4,0,7,0,2,0,10,0,0.0,0.25,0.25,1125.0
330,o_0kerdXTEFUe,節英司,0,0,2,6,0,0,5,0,3,0,0,0,8,0,0.0,0.0,0.25,1124.7
331,o_0EVJFTTEFEN,菅波雅巳,1,0,2,8,0,0,0,0,11,1,1,0,10,1,0.091,0.091,0.273,1120.0
332,o_4kanRTTEFkM,宮本孝一,0,4,1,9,0,0,2,0,12,0,4,0,10,0,0.0,0.286,0.357,1112.0
333,o_0keJhXTEFUN,渡邊隆,0,0,3,3,0,0,3,0,3,0,4,0,0,0,0.0,0.0,0.5,1108.3
334,o_4kerNTTEFEN,栗山良子,1,1,0,8,0,0,0,0,10,1,2,0,8,1,0.1,0.2,0.2,1105.0
335,o_0ERjBzTEFke,インフィニテュード・シンジケート,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,1100.0
336,o_0keNRTTEFkM,江川伸夫,0,2,0,13,0,0,3,0,12,0,1,0,14,0,0.0,0.133,0.133,1080.6
337,o_4keFlXTE1ke,居城寿与,1,1,1,10,2,0,2,0,9,1,3,0,10,1,0.077,0.154,0.231,1080.0
338,o_4ERRFTTE10d,磯波勇,0,1,2,6,0,0,1,0,8,0,0,0,3,0,0.0,0.111,0.333,1058.0
339,o_0ERFRTTE1ke,石川秀守,0,0,1,4,2,0,1,0,2,0,5,0,0,0,0.0,0.0,0.2,1050.0
340,o_4keBlXTEFUN,小谷野次郎,0,1,2,13,0,0,1,0,15,0,3,0,13,0,0.0,0.062,0.188,1045.0
341,o_4kaZFTTE10d,杉田周作,1,1,0,6,0,0,1,0,7,1,0,0,8,1,0.125,0.25,0.25,1035.0
342,o_8ERRdXTEFEN,兼松忠男,0,1,1,5,0,0,4,0,3,0,3,0,4,0,0.0,0.143,0.286,1033.2
343,o_0ERjp3TEFke,大冨智弘,1,2,1,0,0,0,0,0,4,1,4,1,0,0,0.25,0.75,1.0,1030.0
344,o_0keFpXTEFEN,友水達也,1,0,0,3,2,0,1,1,1,0,4,1,0,0,0.25,0.25,0.25,1028.0
345,o_0ERFNTTE1Ee,会田裕一,1,0,0,1,1,0,1,1,0,0,2,1,0,0,0.5,0.5,0.5,1028.0
346,o_4ERnFTTEF0M,河村隆平,1,1,0,4,0,0,0,0,6,1,0,0,6,1,0.167,0.333,0.333,1025.0
347,o_8ERVVTTE10d,樋口稔,1,0,0,3,2,0,1,1,1,0,4,1,0,0,0.25,0.25,0.25,1023.8
348,o_8EVRNTTE10d,久米田正平,1,1,0,1,1,0,0,0,2,1,3,1,0,0,0.333,0.667,0.667,1010.0
349,o_0ERnVTTEFUe,小島將之,0,3,0,5,0,0,0,0,8,0,0,0,8,0,0.0,0.375,0.375,1010.0
350,o_4ERRJTTEF0M,馬場祥晃,0,3,0,13,0,0,4,0,12,0,10,0,6,0,0.0,0.188,0.188,1006.8
351,o_0keZNzTEF0d,グランド牧場,1,1,1,9,0,0,0,0,12,1,1,0,11,1,0.083,0.167,0.25,1005.0
352,o_4ERRpXTE1ke,新谷幸義,0,1,1,7,0,0,0,0,9,0,7,0,2,0,0.0,0.111,0.222,1005.0
353,o_0ERNhXTEl1d,張一達,1,0,0,3,0,0,1,0,3,1,0,0,3,1,0.25,0.25,0.25,990.0
354,o_8EVnhXTEFUe,中村勝彦,0,2,0,9,0,0,1,0,10,0,0,0,11,0,0.0,0.182,0.182,990.0
355,o_0kaNdXTEFEN,有馬博文,0,0,1,3,1,0,0,0,3,0,3,0,1,0,0.0,0.0,0.25,990.0
356,o_8EVrRTTEFEM,谷二,0,0,1,2,2,0,1,0,0,0,3,0,0,0,0.0,0.0,0.333,989.0
357,o_0keRJTTEFkM,伊藤正男,1,0,1,5,0,0,0,0,7,1,0,0,7,1,0.143,0.143,0.286,987.0
